Receipt No.,Completion Time,Details,Transaction Status,Paid In,Withdrawn,Balance
SID6H8PF8S,2024-09-13 18:44:00.038,,Completed,,-250.0,5116.08
SID9GQFM41,2024-09-13 17:03:00.029,Purchase,Completed,,-35.0,5366.08
SID6GEETT4,2024-09-13 15:40:00.019,,Completed,5000.0,,5401.08
SID7GACUXL,2024-09-13 15:09:59.962,Charge,Completed,,-15.0,401.08
SID7GACUXL,2024-09-13 15:09:59.962,,Completed,,-1200.0,416.08
SID7GA7LVR,2024-09-13 15:09:00.000,,Completed,1500.0,,1616.08
SID4G1LF92,2024-09-13 14:06:00.000,Purchase,Completed,,-35.0,116.08
SID7FRENH1,2024-09-13 12:53:00.038,Purchase,Completed,,-35.0,151.08
SID9FC7LMH,2024-09-13 10:57:59.962,,Completed,,-20.0,186.08
SID9F2WF23,2024-09-13 09:44:00.038,Purchase,Completed,,-35.0,206.08
SID1F2SLW3,2024-09-13 09:42:59.990,,Completed,250.0,,250.0
SID7F2SKGL,2024-09-13 09:42:59.990,,Completed,,-8.92,241.08
SID9ERSEW9,2024-09-13 08:08:59.971,Purchase with Fuliza,Completed,,-28.0,0.0
SID9ERSEW9,2024-09-13 08:08:59.971,,Completed,8.83,,28.0
SIC7DWSI79,2024-09-12 20:48:59.990,Purchase,Completed,,-32.0,19.17
SIC4DFQ8P2,2024-09-12 19:23:00.010,,Completed,,-29.0,51.17
SIC4DFQ8P2,2024-09-12 19:23:00.010,,Completed,,-150.0,80.17
SIC7DFD7SB,2024-09-12 19:21:00.000,,Completed,,-450.0,230.17
SIC0DF47H4,2024-09-12 19:20:00.038,,Completed,500.0,,680.17
SIC0DDA4D2,2024-09-12 19:12:00.000,Purchase,Completed,,-35.0,180.17
SIC7DBKEYP,2024-09-12 19:05:00.010,,Completed,,-30.0,215.17
SIC7CKPUKF,2024-09-12 16:36:00.029,Charge,Completed,,-15.0,245.17
SIC7CKPUKF,2024-09-12 16:36:00.029,,Completed,,-1200.0,260.17
SIC9CKI2RP,2024-09-12 16:34:00.019,,Completed,500.0,,1460.17
SIC6CHI4BY,2024-09-12 16:12:00.000,Purchase,Completed,,-22.0,960.17
SIC7C799I7,2024-09-12 14:53:59.971,,Completed,,-285.0,982.17
SIC9C6Y0Y3,2024-09-12 14:51:00.000,,Completed,1000.0,,1267.17
SIC7BZ3EGX,2024-09-12 13:52:00.019,,Completed,,-29.0,267.17
SIC7BZ3EGX,2024-09-12 13:52:00.019,,Completed,,-250.0,296.17
SIC9BWLXRF,2024-09-12 13:34:59.981,Purchase,Completed,,-35.0,546.17
SIC2BCWG4M,2024-09-12 11:06:00.000,Purchase,Completed,,-32.0,581.17
SIB695B3EO,2024-09-11 18:47:00.010,Purchase,Completed,,-38.0,613.17
SIB8933I5A,2024-09-11 18:36:00.000,Purchase,Completed,,-25.0,651.17
SIB98UB1MH,2024-09-11 17:50:00.038,,Completed,,-340.0,676.17
SIB68U2L8M,2024-09-11 17:48:59.990,,Completed,1000.0,,1016.17
SIB28IP74A,2024-09-11 16:36:59.990,Purchase,Completed,,-25.0,16.17
SIB28GVZ48,2024-09-11 16:23:59.971,,Completed,,-29.0,41.17
SIB28GVZ48,2024-09-11 16:23:59.971,,Completed,,-250.0,70.17
SIB98GF7ZN,2024-09-11 16:21:00.000,,Completed,250.0,,320.17
SIB56XFJBL,2024-09-11 09:22:00.019,Purchase,Completed,,-32.0,70.17
SIA25O7SHG,2024-09-10 20:21:00.029,Purchase,Completed,,-12.0,102.17
SIA32UYSH7,2024-09-10 09:29:00.010,Purchase,Completed,,-21.0,114.17
SIA32AEX4P,2024-09-10 04:56:00.038,,Completed,,-20.0,135.17
SIA529Z4CX,2024-09-10 04:05:59.971,Purchase,Completed,,-20.0,155.17
SI971S1DXB,2024-09-09 21:00:00.000,Purchase,Completed,,-22.0,175.17
SI941BAC4Q,2024-09-09 19:34:59.981,Purchase,Completed,,-21.0,197.17
SI9514YYBL,2024-09-09 19:07:59.981,Charge,Completed,,-15.0,218.17
SI9514YYBL,2024-09-09 19:07:59.981,,Completed,,-1200.0,233.17
SI9714LHAT,2024-09-09 19:05:59.971,,Completed,1000.0,,1433.17
SI90ZSCFRS,2024-09-09 18:08:00.038,Purchase,Completed,,-21.0,433.17
SI95XD5GBH,2024-09-09 07:30:00.000,Purchase,Completed,,-32.0,454.17
SI83WEKTUD,2024-09-08 20:03:59.990,Purchase,Completed,,-32.0,486.17
SI89VKMJYN,2024-09-08 17:24:00.000,Purchase,Completed,,-20.0,518.17
SI87V8EG7V,2024-09-08 16:00:00.029,Purchase,Completed,,-32.0,538.17
SI80UPGN9M,2024-09-08 13:43:00.019,,Completed,,-7.0,570.17
SI80UPGN9M,2024-09-08 13:43:00.019,,Completed,,-500.0,577.17
SI88U3FPJG,2024-09-08 10:41:59.971,Purchase,Completed,,-32.0,1077.17
SI86U233QW,2024-09-08 10:30:00.000,,Completed,,-33.0,1109.17
SI86U233QW,2024-09-08 10:30:00.000,,Completed,,-2000.0,1142.17
SI85U1WLVZ,2024-09-08 10:27:59.990,,Completed,2000.0,,3142.17
SI86TR604A,2024-09-08 08:51:59.962,Purchase,Completed,,-32.0,1142.17
SI70S53UOU,2024-09-07 19:03:00.000,Purchase,Completed,,-45.0,1174.17
SI74RP9HK6,2024-09-07 17:42:59.962,Purchase,Completed,,-25.0,1219.17
SI76RDGKIM,2024-09-07 16:30:59.962,,Completed,,-33.0,1244.17
SI76RDGKIM,2024-09-07 16:30:59.962,,Completed,,-2000.0,1277.17
SI72RDCIDO,2024-09-07 16:30:00.000,Business Payment from 149444 - CO-OP BANK via API. Original conversation ID is OMNIRIB_AB54BA1D5024.,Completed,2000.0,,3277.17
SI74R78DWM,2024-09-07 15:49:00.019,Business Payment from 149444 - CO-OP BANK via API. Original conversation ID is OMNIRIB_AB54B7F9B424.,Completed,1000.0,,1277.17
SI70R16W6S,2024-09-07 15:08:00.038,Airtime Purchase,Completed,,-38.0,277.17
SI77R0Z6A9,2024-09-07 15:06:00.029,Business Payment from 149444 - CO-OP BANK via API. Original conversation ID is OMNIRIB_AB54B5C67324.,Completed,300.0,,315.17
SI74Q5G7GO,2024-09-07 11:24:59.962,Airtime Purchase,Completed,,-35.0,15.17
SI77Q4JGOX,2024-09-07 11:19:00.019,Customer Transfer of Funds Charge,Completed,,-23.0,50.17
SI77Q4JGOX,2024-09-07 11:19:00.019,Customer Transfer to - 2547******047 ERIC MUSAU,Completed,,-1500.0,73.17
SI76Q4EEI0,2024-09-07 11:17:00.010,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-26.83,1573.17
SI75Q4EDQ7,2024-09-07 11:17:00.010,Business Payment from 149444 - CO-OP BANK via API. Original conversation ID is OMNIRIB_AB54A95D1E24.,Completed,1600.0,,1600.0
SI60NQFK8S,2024-09-06 18:24:59.990,Airtime Purchase with Fuliza,Completed,,-28.0,0.0
SI60NQFK8S,2024-09-06 18:24:59.990,OverDraft of Credit Party,Completed,26.56,,28.0
SI60N05VW4,2024-09-06 15:49:00.019,Airtime Purchase,Completed,,-35.0,1.44
SI69MZE6O3,2024-09-06 15:44:00.038,Airtime Purchase,Completed,,-32.0,36.44
SI60MJIMCW,2024-09-06 13:50:00.010,Customer Transfer of Funds Charge,Completed,,-7.0,68.44
SI60MJIMCW,2024-09-06 13:50:00.010,Customer Transfer to - 2547******157 MORINE MUSAU,Completed,,-500.0,75.44
SI62MESAK8,2024-09-06 13:14:59.971,Withdrawal Charge,Completed,,-29.0,575.44
SI62MESAK8,2024-09-06 13:14:59.971,Customer Withdrawal At Agent Till 529037 - Riyadh Comms Riyadh Com Norwich Union Opp Hilton 5 Nairobi,Completed,,-450.0,604.44
SI69MELSVX,2024-09-06 13:14:00.010,Business Payment from 149444 - CO-OP BANK via API. Original conversation ID is OMNIRIB_AB54796C4424.,Completed,1000.0,,1054.44
SI60MDHF4E,2024-09-06 13:05:59.971,Airtime Purchase,Completed,,-45.0,54.44
SI64MAXJY6,2024-09-06 12:45:59.962,Merchant Payment to 961670 - NEHKOM COLLECTION,Completed,,-1000.0,99.44
SI61MAT2RB,2024-09-06 12:45:00.000,"Business Payment from 303031 - Absa Bank Kenya PLC. via API. Original conversation ID is 36271627_85320906000100446
816.",Completed,500.0,,1099.44
SI64MALFR4,2024-09-06 12:42:59.990,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-0.56,599.44
SI65MALBY7,2024-09-06 12:42:59.990,Business Payment from 149444 - CO-OP BANK via API. Original conversation ID is OMNIRIB_AB54777BA624.,Completed,600.0,,600.0
SI65L3LUTL,2024-09-06 06:36:00.000,Airtime Purchase with Fuliza,Completed,,-32.0,0.0
SI65L3LUTL,2024-09-06 06:36:00.000,OverDraft of Credit Party,Completed,0.55,,32.0
SI51J7TO7Z,2024-09-05 17:10:00.019,Withdrawal Charge,Completed,,-29.0,31.45
SI51J7TO7Z,2024-09-05 17:10:00.019,Customer Withdrawal At Agent Till 235279 - Pure Logics Sunshine Shoes store Muthurwa Mkt Nairobi,Completed,,-300.0,60.45
SI53J7P6ZV,2024-09-05 17:08:59.971,"Business Payment from 303031 - Absa Bank Kenya PLC. via API. Original conversation ID is 36234247_85320905000100849
650.",Completed,300.0,,360.45
SI50J7J2RG,2024-09-05 17:08:00.010,Airtime Purchase,Completed,,-25.0,60.45
SI58I7L4NK,2024-09-05 12:56:00.010,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-14.55,85.45
SI57I7KU9X,2024-09-05 12:56:00.010,"Business Payment from 303031 - Absa Bank Kenya PLC. via API. Original conversation ID is 36218632_85320905000100497
453.",Completed,100.0,,100.0
SI58I7FBHK,2024-09-05 12:54:00.000,Airtime Purchase with Fuliza,Completed,,-45.0,0.0
SI58I7FBHK,2024-09-05 12:54:00.000,OverDraft of Credit Party,Completed,14.4,,45.0
SI57I3KDD5,2024-09-05 12:26:00.038,Airtime Purchase,Completed,,-35.0,30.6
SI54GWJGM4,2024-09-05 05:08:59.971,Pay Bill Charge,Completed,,-5.0,65.6
SI54GWJGM4,2024-09-05 05:08:59.971,Pay Bill to 888880 - KPLC PREPAID Acc. 01450045628,Completed,,-300.0,70.6
SI45GI59V1,2024-09-04 21:31:59.981,Customer Transfer of Funds Charge,Completed,,-33.0,370.6
SI45GI59V1,2024-09-04 21:31:59.981,,Completed,,-2000.0,403.6
SI48G6435E,2024-09-04 20:17:00.010,,Completed,,-60.0,2403.6
SI40G5N6UA,2024-09-04 20:15:00.000,,Completed,2061.0,,2463.6
SI43FVXGET,2024-09-04 19:29:00.038,Purchase,Completed,,-35.0,402.6
SI31C5FQK3,2024-09-03 20:28:59.981,,Completed,,-919.0,437.6
SI35C5C8DF,2024-09-03 20:28:00.019,,Completed,1000.0,,1356.6
SI2587QJT1,2024-09-02 21:13:59.981,Purchase,Completed,,-55.0,356.6
SI1728R7RV,2024-09-01 14:12:59.990,Purchase,Completed,,-35.0,411.6
SI12281T66,2024-09-01 14:08:00.010,,Completed,,-185.0,446.6
SI1627UPBQ,2024-09-01 14:06:59.962,,Completed,500.0,,631.6
SI101VQEJO,2024-09-01 12:33:59.990,Charge,Completed,,-5.0,131.6
SI101VQEJO,2024-09-01 12:33:59.990,,Completed,,-500.0,136.6
SI131VHBV7,2024-09-01 12:31:59.981,,Completed,600.0,,636.6
SI1013AE9S,2024-09-01 08:28:59.981,Charge,Completed,,-5.0,36.6
SI1013AE9S,2024-09-01 08:28:59.981,,Completed,,-400.0,41.6
SHU4TJFJXO,2024-08-30 16:30:00.000,,Completed,,-2671.0,441.6
SHU7TJD5NN,2024-08-30 16:29:00.038,,Completed,500.0,,3112.6
SHU8TIFUTW,2024-08-30 16:23:00.010,,Completed,2500.0,,2612.6
SHU3TG37VR,2024-08-30 16:07:00.019,Charge,Completed,,-10.0,112.6
SHU3TG37VR,2024-08-30 16:07:00.019,,Completed,,-660.0,122.6
SHU2SMHCFI,2024-08-30 12:38:59.971,Charge,Completed,,-10.0,782.6
SHU2SMHCFI,2024-08-30 12:38:59.971,to 8058281 - ANDREW MEDICAL SUPPORT  Acc.,Completed,,-1000.0,792.6
SHU8SLXC1S,2024-08-30 12:35:00.038,,Completed,1200.0,,1792.6
SHT9R2LFGN,2024-08-29 21:56:00.010,Purchase,Completed,,-55.0,592.6
SHT7QHBH6Z,2024-08-29 19:47:00.038,Purchase,Completed,,-45.0,647.6
SHT6PZVL22,2024-08-29 18:27:00.000,,Completed,400.0,,692.6
SHT3OL52AL,2024-08-29 12:40:00.019,Purchase,Completed,,-32.0,292.6
SHS9MIVXYV,2024-08-28 19:57:00.000,Charge,Completed,,-5.0,324.6
SHS9MIVXYV,2024-08-28 19:57:00.000,,Completed,,-220.0,329.6
SHS9MG0KFV,2024-08-28 19:43:59.981,,Completed,,-850.0,549.6
SHS7MFAKM3,2024-08-28 19:39:59.962,,Completed,900.0,,1399.6
SHS8LCQ63K,2024-08-28 16:05:00.010,Purchase,Completed,,-38.0,499.6
SHQ7EYCFVB,2024-08-26 21:53:00.038,Charge,Completed,,-5.0,537.6
SHQ7EYCFVB,2024-08-26 21:53:00.038,,Completed,,-500.0,542.6
SHQ0EY4YBI,2024-08-26 21:51:00.029,,Completed,1000.0,,1042.6
SHQ2E17RE4,2024-08-26 18:47:59.971,Withdrawal Charge,Completed,,-29.0,42.6
SHQ2E17RE4,2024-08-26 18:47:59.971,Customer Withdrawal At Agent Till 409637 - Karsten Enter Machakos Stage Agg,Completed,,-500.0,71.6
SHP4AWDAM2,2024-08-25 21:40:00.019,Airtime Purchase,Completed,,-45.0,571.6
SHP2ACNBKQ,2024-08-25 19:36:59.990,Merchant Payment Online to 515012 - Naivas Supermarket Hazina,Completed,,-848.0,616.6
SHP4ABLNYU,2024-08-25 19:32:00.010,"Business Payment from 303031 - Absa Bank Kenya PLC. via API. Original conversation ID is 35619138_85320826000100281
893.",Completed,1000.0,,1464.6
SHP8903BS2,2024-08-25 14:24:59.962,Merchant Payment to 118896 - Quick Mart Mfangano,Completed,,-384.0,464.6
SHP78ZYPHX,2024-08-25 14:24:00.000,"Business Payment from 303031 - Absa Bank Kenya PLC. via API. Original conversation ID is 35604401_85320826000100066
593.",Completed,800.0,,848.6
SHO06WRZ32,2024-08-24 20:24:00.000,Withdrawal Charge,Completed,,-29.0,48.6
SHO06WRZ32,2024-08-24 20:24:00.000,"Customer Withdrawal At Agent Till 385482 - SIMNETT ENT AND
COM LTD Budget Shop BS Nairobi Agg",Completed,,-350.0,77.6
SHO66VZWNY,2024-08-24 20:19:00.019,Merchant Payment to 6011742 - DALLAS CHICKEN,Completed,,-410.0,427.6
SHO26UID4Q,2024-08-24 20:10:59.981,Airtime Purchase,Completed,,-50.0,837.6
SHO86RYSS0,2024-08-24 19:57:00.000,Airtime Purchase,Completed,,-45.0,887.6
SHO36NH12T,2024-08-24 19:34:59.981,Pay Bill Charge,Completed,,-108.0,932.6
SHO36NH12T,2024-08-24 19:34:59.981,Pay Bill to 100400 - HFC Limited Acc. OSCL,Completed,,-55000.0,1040.6
SHO06D9QD8,2024-08-24 18:47:59.971,Business Payment from 149444 - CO-OP BANK via API. Original conversation ID is OMNIRIB_AB51AA597524.,Completed,56000.0,,56040.6
SHO35VCYHJ,2024-08-24 17:05:00.038,Airtime Purchase,Completed,,-45.0,40.6
SHO44YXHZQ,2024-08-24 13:20:00.038,Withdrawal Charge,Completed,,-29.0,85.6
SHO44YXHZQ,2024-08-24 13:20:00.038,Customer Withdrawal At Agent Till 2087713 - Full Gateway Services JOCA PHARMACYGROGON,Completed,,-150.0,114.6
SHO14YDNFH,2024-08-24 13:16:00.019,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-735.4,264.6
SHO04YDEJ6,2024-08-24 13:16:00.019,"Business Payment from 303031 - Absa Bank Kenya PLC. via API. Original conversation ID is 35558557_85320826000100321
848.",Completed,1000.0,,1000.0
SHO94Y8BR5,2024-08-24 13:14:59.971,Customer Transfer of Funds Charge,Completed,,-13.0,0.0
SHO94Y8BR5,2024-08-24 13:14:59.971,Customer Transfer Fuliza MPesa to - 2547******026 JOHN NJUE,Completed,,-720.0,13.0
SHO94Y8BR5,2024-08-24 13:14:59.971,OverDraft of Credit Party,Completed,728.11,,733.0
SHN01RQ6B4,2024-08-23 16:48:00.000,Airtime Purchase,Completed,,-60.0,4.89
SHN91FD3BV,2024-08-23 15:20:59.971,Pay Bill Charge,Completed,,-5.0,64.89
SHN91FD3BV,2024-08-23 15:20:59.971,Pay Bill to 303030 - Absa Bank Kenya PLC Acc. 2050335561,Completed,,-500.0,69.89
SHN31F5U43,2024-08-23 15:20:00.010,"Business Payment from 303031 - Absa Bank Kenya PLC. via API. Original conversation ID is 35510535_85320823000100656
373.",Completed,500.0,,569.89
SHM4WTI2QM,2024-08-22 16:25:59.981,Airtime Purchase,Completed,,-38.0,69.89
SHM1W6TBP3,2024-08-22 13:30:00.000,Airtime Purchase,Completed,,-35.0,107.89
SHM4W1NF5I,2024-08-22 12:51:00.029,Customer Transfer of Funds Charge,Completed,,-23.0,142.89
SHM4W1NF5I,2024-08-22 12:51:00.029,Customer Transfer to - 2547******228 JOHN KAMAU,Completed,,-1290.0,165.89
SHM9VQZNLX,2024-08-22 11:26:00.010,Customer Transfer to - 2547******441 BEATRICE KAMAU,Completed,,-60.0,1455.89
SHM9VQO391,2024-08-22 11:24:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,1515.89
SHM9VQO391,2024-08-22 11:24:00.000,Customer Transfer to - 2547******441 BEATRICE KAMAU,Completed,,-430.0,1522.89
SHM3VP1DNP,2024-08-22 11:10:59.981,Pay Bill Charge,Completed,,-5.0,1952.89
SHM3VP1DNP,2024-08-22 11:10:59.981,Pay Bill to 247247 - Equity Paybill Account Acc. 422771,Completed,,-400.0,1957.89
SHM8VO7I08,2024-08-22 11:03:59.990,Merchant Payment to 515012 - Naivas Supermarket Hazina,Completed,,-2738.0,2357.89
SHM6V8YVI4,2024-08-22 08:53:59.971,Funds received from - 2547******678 FRIDAH MUSAU,Completed,5000.0,,5095.89
SHL6TMJ1AA,2024-08-21 18:38:00.010,,Completed,,-218.0,95.89
SHL2TME49E,2024-08-21 18:36:59.962,,Completed,300.0,,313.89
SHK1PRSSYJ,2024-08-20 18:26:00.038,,Completed,,-29.0,13.89
SHK1PRSSYJ,2024-08-20 18:26:00.038,,Completed,,-400.0,42.89
SHK3PPFYFT,2024-08-20 18:13:00.019,,Completed,,-57.11,442.89
SHK2PPG1EQ,2024-08-20 18:13:00.019,,Completed,500.0,,500.0
SHK7PPF3XB,2024-08-20 18:11:59.971,Charge,Completed,,-57.0,0.0
SHK7PPF3XB,2024-08-20 18:11:59.971,,Completed,,-14910.0,57.0
SHK7PPF3XB,2024-08-20 18:11:59.971,,Completed,56.54,,14967.0
SHK0PG3G2I,2024-08-20 17:15:59.962,Purchase,Completed,,-100.0,14910.46
SHK5O7G8V9,2024-08-20 11:39:00.029,,Completed,15000.0,,15010.46
SHK3O6WI71,2024-08-20 11:35:00.010,Purchase,Completed,,-100.0,10.46
SHK5O6AWSP,2024-08-20 11:30:00.029,,Completed,100.0,,110.46
SHJ4L4OAE6,2024-08-19 14:59:00.038,Charge,Completed,,-34.0,10.46
SHJ4L4OAE6,2024-08-19 14:59:00.038,,Completed,,-4600.0,44.46
SHJ1L4DLBV,2024-08-19 14:57:00.029,Purchase,Completed,,-35.0,4644.46
SHJ8L3RYMQ,2024-08-19 14:51:59.962,Purchase,Completed,,-30.0,4679.46
SHJ0KK0MCQ,2024-08-19 12:24:59.990,,Completed,,-29.0,4709.46
SHJ0KK0MCQ,2024-08-19 12:24:59.990,,Completed,,-250.0,4738.46
SHI6ISUADM,2024-08-18 20:19:59.981,,Completed,,-1749.0,4988.46
SHI8HC1RUQ,2024-08-18 14:35:59.971,,Completed,,-100.0,6737.46
SHI9HBTAWP,2024-08-18 14:33:59.962,,Completed,,-100.0,6837.46
SHI3HBF6E5,2024-08-18 14:30:59.990,,Completed,,-246.0,6937.46
SHI8HAYE94,2024-08-18 14:26:59.971,Purchase,Completed,,-32.0,7183.46
SHI4GY3NQ2,2024-08-18 12:44:00.038,Charge,Completed,,-5.0,7215.46
SHI4GY3NQ2,2024-08-18 12:44:00.038,,Completed,,-500.0,7220.46
SHI8GIZ1M6,2024-08-18 10:27:00.029,,Completed,,-29.0,7720.46
SHI8GIZ1M6,2024-08-18 10:27:00.029,,Completed,,-250.0,7749.46
SHI5GFIOW5,2024-08-18 09:54:59.962,Purchase,Completed,,-32.0,7999.46
SHI6G7LI0Y,2024-08-18 08:37:59.981,Purchase,Completed,,-21.0,8031.46
SHI9G2C5A9,2024-08-18 07:34:59.981,Purchase,Completed,,-21.0,8052.46
SHI9FZ2SN1,2024-08-18 06:22:59.981,Purchase,Completed,,-25.0,8073.46
SHH0EH5VVC,2024-08-17 18:09:59.962,Purchase,Completed,,-35.0,8098.46
SHH5DZCG6D,2024-08-17 16:14:59.971,Purchase,Completed,,-38.0,8133.46
SHH4DQTEKC,2024-08-17 15:13:59.981,,Completed,,-100.0,8171.46
SHH4DOAE4Y,2024-08-17 14:55:00.019,,Completed,,-29.0,8271.46
SHH4DOAE4Y,2024-08-17 14:55:00.019,,Completed,,-250.0,8300.46
SHH4DKM16W,2024-08-17 14:30:00.029,,Completed,,-57.0,8550.46
SHH4DKM16W,2024-08-17 14:30:00.029,,Completed,,-4000.0,8607.46
SHH5DHD5LB,2024-08-17 14:06:00.000,,Completed,,-20.0,12607.46
SHH9DGPWZD,2024-08-17 14:01:00.019,,Completed,,-890.0,12627.46
SHH3DCD2ZD,2024-08-17 13:30:00.000,,Completed,13000.0,,13517.46
SHH0D9H2IG,2024-08-17 13:09:00.029,,Completed,,-7499.0,517.46
SHH5D9DYVP,2024-08-17 13:09:00.029,,Completed,7800.0,,8016.46
SHH0D21090,2024-08-17 12:13:59.981,,Completed,,-185.0,216.46
SHH1CUZO4V,2024-08-17 11:19:59.981,Purchase,Completed,,-35.0,401.46
SHH3C73GSR,2024-08-17 07:54:59.990,Purchase,Completed,,-32.0,436.46
SHG5BSKN2V,2024-08-16 23:14:00.038,,Completed,,-20.0,468.46
SHG6BDY5GM,2024-08-16 20:59:00.038,Purchase,Completed,,-35.0,488.46
SHG9AP3UFV,2024-08-16 18:54:59.962,Purchase,Completed,,-45.0,523.46
SHG2A7BW8Y,2024-08-16 17:19:00.019,Purchase,Completed,,-32.0,568.46
SHG09QXFBG,2024-08-16 15:26:00.038,,Completed,,-7.0,600.46
SHG09QXFBG,2024-08-16 15:26:00.038,,Completed,,-360.0,607.46
SHG39OB437,2024-08-16 15:06:00.029,Purchase,Completed,,-45.0,967.46
SHG79NT10Z,2024-08-16 15:02:59.971,Charge,Completed,,-5.0,1012.46
SHG79NT10Z,2024-08-16 15:02:59.971,,Completed,,-250.0,1017.46
SHG99LZ491,2024-08-16 14:48:59.990,,Completed,,-7.0,1267.46
SHG99LZ491,2024-08-16 14:48:59.990,,Completed,,-500.0,1274.46
SHG59AZV05,2024-08-16 13:30:59.962,Charge,Completed,,-103.0,1774.46
SHG59AZV05,2024-08-16 13:30:59.962,,Completed,,-43000.0,1877.46
SHG2973N5K,2024-08-16 13:03:00.000,,Completed,,-7.0,44877.46
SHG2973N5K,2024-08-16 13:03:00.000,,Completed,,-300.0,44884.46
SHG094TDH8,2024-08-16 12:45:00.000,,Completed,,-53.0,45184.46
SHG094TDH8,2024-08-16 12:45:00.000,,Completed,,-3500.0,45237.46
SHG0938B04,2024-08-16 12:33:00.029,Purchase,Completed,,-55.0,48737.46
SHG88XFET4,2024-08-16 11:48:59.990,,Completed,,-20.0,48792.46
SHG78LSDMZ,2024-08-16 10:18:00.029,Purchase,Completed,,-45.0,48812.46
SHG98EZRSR,2024-08-16 09:22:00.019,,Completed,34000.0,,48857.46
SHG8871FYS,2024-08-16 08:12:00.029,,Completed,2029.0,,14857.46
SHG0825JLK,2024-08-16 07:23:00.010,,Completed,,-7.0,12828.46
SHG0825JLK,2024-08-16 07:23:00.010,,Completed,,-300.0,12835.46
SHG27YJS40,2024-08-16 06:22:59.981,Purchase,Completed,,-50.0,13135.46
SHG27X16D2,2024-08-16 05:01:59.981,,Completed,,-20.0,13185.46
SHF77QHFU7,2024-08-15 22:50:59.971,Purchase,Completed,,-25.0,13205.46
SHF67D2BNK,2024-08-15 20:48:00.029,Purchase,Completed,,-35.0,13230.46
SHF57416K7,2024-08-15 19:56:00.038,Purchase,Completed,,-38.0,13265.46
SHF06BUQ7K,2024-08-15 17:32:00.038,Purchase,Completed,,-35.0,13303.46
SHF862AUOG,2024-08-15 16:30:00.000,Purchase,Completed,,-25.0,13338.46
SHF85LSAJ0,2024-08-15 14:24:59.962,,Completed,,-7.0,13363.46
SHF85LSAJ0,2024-08-15 14:24:59.962,,Completed,,-300.0,13370.46
SHF75K2YV5,2024-08-15 14:12:59.990,,Completed,,-29.0,13670.46
SHF75K2YV5,2024-08-15 14:12:59.990,,Completed,,-900.0,13699.46
SHF556KOM3,2024-08-15 12:31:59.981,Purchase,Completed,,-38.0,14599.46
SHF551GIRN,2024-08-15 11:51:59.962,,Completed,13000.0,,14637.46
SHF54RJIJ3,2024-08-15 10:32:59.971,,Completed,,-13.0,1637.46
SHF54RJIJ3,2024-08-15 10:32:59.971,,Completed,,-700.0,1650.46
SHF54H8ZZ1,2024-08-15 09:06:59.990,Purchase,Completed,,-39.0,2350.46
SHF94GB55N,2024-08-15 08:57:59.990,,Completed,,-7.0,2389.46
SHF94GB55N,2024-08-15 08:57:59.990,,Completed,,-430.0,2396.46
SHE33WSLG3,2024-08-14 23:10:59.981,Purchase,Completed,,-45.0,2826.46
SHE33GUZ27,2024-08-14 20:42:59.962,Purchase,Completed,,-38.0,2871.46
SHE6379IFE,2024-08-14 19:50:59.971,Purchase,Completed,,-45.0,2909.46
SHE82JN2PW,2024-08-14 17:53:00.010,Purchase,Completed,,-38.0,2954.46
SHE31UJ2ER,2024-08-14 14:55:00.019,Purchase,Completed,,-35.0,2992.46
SHE015XDC6,2024-08-14 11:48:00.029,Purchase,Completed,,-35.0,3027.46
SHE0ZN3PB8,2024-08-14 09:15:00.029,Purchase,Completed,,-39.0,3062.46
SHE5ZFTNNZ,2024-08-14 08:10:00.019,Purchase,Completed,,-35.0,3101.46
SHD5Z1KYNR,2024-08-13 23:15:59.962,Purchase,Completed,,-32.0,3136.46
SHD1YUXIQP,2024-08-13 21:49:00.019,Purchase,Completed,,-25.0,3168.46
SHD0X36EMW,2024-08-13 15:20:00.010,Purchase,Completed,,-45.0,3193.46
SHD7WU2T45,2024-08-13 14:08:59.971,Purchase,Completed,,-39.0,3238.46
SHD2WKJBT6,2024-08-13 12:58:59.981,Purchase,Completed,,-38.0,3277.46
SHD4WCQQNK,2024-08-13 11:59:00.038,Purchase,Completed,,-38.0,3315.46
SHD3VBSZL7,2024-08-13 04:05:59.971,Purchase,Completed,,-60.0,3353.46
SHC8V8R9AI,2024-08-12 23:59:00.038,Purchase,Completed,,-38.0,3413.46
SHC0V17P6A,2024-08-12 21:51:59.990,Purchase,Completed,,-38.0,3451.46
SHC8UECA1Q,2024-08-12 19:32:00.010,Purchase,Completed,,-30.0,3489.46
SHC2U2UW0I,2024-08-12 18:36:59.962,Purchase,Completed,,-25.0,3519.46
SHC0THGISW,2024-08-12 16:27:00.029,Purchase,Completed,,-38.0,3544.46
SHC7T094C3,2024-08-12 14:17:59.971,Purchase,Completed,,-38.0,3582.46
SHC5SIDDE9,2024-08-12 12:06:59.990,Purchase,Completed,,-38.0,3620.46
SHC8RXGR1E,2024-08-12 09:20:59.971,Purchase,Completed,,-45.0,3658.46
